gene,sample,group,log_expr
GENE_0305,6102,control,7.629307797041809
GENE_0305,6103,control,7.27870811662879
GENE_0305,6104,control,7.638171225526286
GENE_0305,6105,control,7.443798454295023
GENE_0305,6106,control,7.090352108468112
GENE_0305,6107,control,7.526711387956239
GENE_0305,6108,control,7.601721332335044
GENE_0305,6109,control,7.2492708204271326
GENE_0305,6110,treatment,7.952842235968495
GENE_0305,6111,treatment,8.164595923004304
GENE_0305,6112,treatment,7.989181838743737
GENE_0305,6113,treatment,7.303801495365563
GENE_0305,6114,treatment,7.871439934536864
GENE_0305,6115,treatment,7.498616875836282
GENE_0305,6116,treatment,6.776077819021986
GENE_0305,6117,treatment,7.82573926540702
GENE_0305,6118,treatment,7.536110509759581
GENE_0305,6119,treatment,8.882189508371379
GENE_0306,6120,control,10.139857622248261
GENE_0306,6121,control,9.885768811642771
GENE_0306,6122,control,9.838772276216183
GENE_0306,6123,control,9.196695863936064
GENE_0306,6124,control,8.792282060974323
GENE_0306,6125,control,9.268817525939411
GENE_0306,6126,control,9.722480675940536
GENE_0306,6127,control,8.590678432919331
GENE_0306,6128,control,9.44934805018426
GENE_0306,6129,control,9.612537867715838
GENE_0306,6130,treatment,9.63024043151727
GENE_0306,6131,treatment,9.384777056930794
GENE_0306,6132,treatment,9.560892438024503
GENE_0306,6133,treatment,10.696866641402396
GENE_0306,6134,treatment,10.112904940754104
GENE_0306,6135,treatment,9.44055960864029
GENE_0306,6136,treatment,9.711133752335193
GENE_0306,6137,treatment,9.733152701325526
GENE_0306,6138,treatment,9.32634954737719
GENE_0306,6139,treatment,9.325703416175152
GENE_0307,6140,control,8.981747416757807
GENE_0307,6141,control,8.610545811525077
GENE_0307,6142,control,9.188901635153861
GENE_0307,6143,control,9.277534188613073
GENE_0307,6144,control,8.127641501085446
GENE_0307,6145,control,9.1902183275926
GENE_0307,6146,control,9.6900177882836
GENE_0307,6147,control,9.460804986429064
GENE_0307,6148,control,10.43901613774929
GENE_0307,6149,control,9.900739039663755
GENE_0307,6150,treatment,10.009542538005025
GENE_0307,6151,treatment,10.752676089144936
GENE_0307,6152,treatment,9.629614768368084
GENE_0307,6153,treatment,9.302317438755042
GENE_0307,6154,treatment,9.748185985779289
GENE_0307,6155,treatment,8.905048786024809
GENE_0307,6156,treatment,9.271856300114289
GENE_0307,6157,treatment,8.856378620698983
GENE_0307,6158,treatment,9.43152033105164
GENE_0307,6159,treatment,8.854078825981155
GENE_0308,6160,control,7.403096111373966
GENE_0308,6161,control,7.099944507736627
GENE_0308,6162,control,6.1155491755217275
GENE_0308,6163,control,6.375129493444289
GENE_0308,6164,control,6.544689229862134
GENE_0308,6165,control,6.690051251803252
GENE_0308,6166,control,7.40361863137919
GENE_0308,6167,control,7.296102166055338
GENE_0308,6168,control,7.761589454600498
GENE_0308,6169,control,7.589726802783913
GENE_0308,6170,treatment,7.7652324260664
GENE_0308,6171,treatment,7.5103037054684565
GENE_0308,6172,treatment,7.291009420166258
GENE_0308,6173,treatment,7.780329258424149
GENE_0308,6174,treatment,7.681362835622993
GENE_0308,6175,treatment,7.382538252320634
GENE_0308,6176,treatment,7.874775329139017
GENE_0308,6177,treatment,5.88550226678907
GENE_0308,6178,treatment,7.015931054388691
GENE_0308,6179,treatment,7.007501044057486
GENE_0309,6180,control,10.247486701300808
GENE_0309,6181,control,8.58562079936224
GENE_0309,6182,control,10.159361398759987
GENE_0309,6183,control,8.738924600663436
GENE_0309,6184,control,8.755551067919432
GENE_0309,6185,control,9.254362316697835
GENE_0309,6186,control,9.208205893304964
GENE_0309,6187,control,8.526089949133603
GENE_0309,6188,control,9.740652338398796
GENE_0309,6189,control,9.756890786577516
GENE_0309,6190,treatment,11.312942330867903
GENE_0309,6191,treatment,10.494819021600058
GENE_0309,6192,treatment,10.711448959743038
GENE_0309,6193,treatment,10.716484512281431
GENE_0309,6194,treatment,11.66161694578554
GENE_0309,6195,treatment,9.174384822529614
GENE_0309,6196,treatment,10.206900061033878
GENE_0309,6197,treatment,10.736266916513374
GENE_0309,6198,treatment,10.136155823774358
GENE_0309,6199,treatment,10.59114325647877
GENE_0310,6200,control,7.48698199652025
GENE_0310,6201,control,7.884167265712579
GENE_0310,6202,control,8.194191459122905
GENE_0310,6203,control,7.718762811589057
GENE_0310,6204,control,7.599452252673304
GENE_0310,6205,control,7.757538652196478
GENE_0310,6206,control,7.844619365701035
GENE_0310,6207,control,6.891533595422176
GENE_0310,6208,control,8.102564011234811
GENE_0310,6209,control,7.600658680160372
GENE_0310,6210,treatment,8.542553647502187
GENE_0310,6211,treatment,8.17378876795947
GENE_0310,6212,treatment,8.492245878676918
GENE_0310,6213,treatment,7.292657269812909
GENE_0310,6214,treatment,7.644446703703024
GENE_0310,6215,treatment,7.165357188254534
GENE_0310,6216,treatment,7.460854191444979
GENE_0310,6217,treatment,8.537367339835834
GENE_0310,6218,treatment,8.66682917421348
GENE_0310,6219,treatment,7.217236044213656
GENE_0311,6220,control,7.408159178406088
GENE_0311,6221,control,7.7721499010146395
GENE_0311,6222,control,6.482171153074189
GENE_0311,6223,control,6.568416753178619
GENE_0311,6224,control,7.719361177149081
GENE_0311,6225,control,6.3780955851144014
GENE_0311,6226,control,7.2043282246428815
GENE_0311,6227,control,7.539217292726622
GENE_0311,6228,control,7.6786830814824745
GENE_0311,6229,control,7.3721218454701525
GENE_0311,6230,treatment,7.248900602543118
GENE_0311,6231,treatment,7.914580770863324
GENE_0311,6232,treatment,7.606930057520427
GENE_0311,6233,treatment,7.094207655945957
GENE_0311,6234,treatment,7.470814391194491
GENE_0311,6235,treatment,7.660809760480166
GENE_0311,6236,treatment,8.39509728081752
GENE_0311,6237,treatment,7.882544815579629
GENE_0311,6238,treatment,8.11807306879393
GENE_0311,6239,treatment,7.114232730054463
GENE_0312,6240,control,7.241521516446852
GENE_0312,6241,control,7.2920155568430065
GENE_0312,6242,control,6.816566785702407
GENE_0312,6243,control,8.067244007100246
GENE_0312,6244,control,7.856823913261333
GENE_0312,6245,control,7.202857688778168
GENE_0312,6246,control,7.723921369451617
GENE_0312,6247,control,7.493575052146108
GENE_0312,6248,control,7.766885902006253
GENE_0312,6249,control,6.6316115945549
GENE_0312,6250,treatment,7.290866922235407
GENE_0312,6251,treatment,7.339059322145809
GENE_0312,6252,treatment,7.713983667280405
GENE_0312,6253,treatment,7.025339831843824
GENE_0312,6254,treatment,5.996018614248679
GENE_0312,6255,treatment,6.776045667768391
GENE_0312,6256,treatment,7.337404120352998
GENE_0312,6257,treatment,7.406116836520829
GENE_0312,6258,treatment,8.297041979937738
GENE_0312,6259,treatment,7.691491054855951
GENE_0313,6260,control,8.080021132847996
GENE_0313,6261,control,8.705137195271117
GENE_0313,6262,control,7.773275586391196
GENE_0313,6263,control,8.020680251820458
GENE_0313,6264,control,7.498744369001721
GENE_0313,6265,control,8.878234661860205
GENE_0313,6266,control,8.313710750428674
GENE_0313,6267,control,7.708698522275617
GENE_0313,6268,control,8.034886079402717
GENE_0313,6269,control,8.37814425484124
GENE_0313,6270,treatment,7.959940933080535
GENE_0313,6271,treatment,7.8038774931358565
GENE_0313,6272,treatment,7.737985807786405
GENE_0313,6273,treatment,8.2842653796604
GENE_0313,6274,treatment,7.90090648151191
GENE_0313,6275,treatment,7.848269580958276
GENE_0313,6276,treatment,7.3630023697973135
GENE_0313,6277,treatment,8.14053865216773
GENE_0313,6278,treatment,7.9981634437422375
GENE_0313,6279,treatment,7.920929743324706
GENE_0314,6280,control,8.649926057491205
GENE_0314,6281,control,8.62438582255372
GENE_0314,6282,control,8.542525488481331
GENE_0314,6283,control,8.106156159736816
GENE_0314,6284,control,7.926675728218779
GENE_0314,6285,control,7.664371210259121
GENE_0314,6286,control,7.912288733950517
GENE_0314,6287,control,8.249332365311576
GENE_0314,6288,control,7.806067446077597
GENE_0314,6289,control,8.291356239501056
GENE_0314,6290,treatment,9.057523640134937
GENE_0314,6291,treatment,8.6749792740326
GENE_0314,6292,treatment,10.0391981794621
GENE_0314,6293,treatment,9.327596785535247
GENE_0314,6294,treatment,9.128156303713322
GENE_0314,6295,treatment,8.98690888527287
GENE_0314,6296,treatment,9.821194599088182
GENE_0314,6297,treatment,10.344724054293843
GENE_0314,6298,treatment,9.366834189433082
GENE_0314,6299,treatment,9.469964956922041
GENE_0315,6300,control,8.290213070469814
GENE_0315,6301,control,10.367735961468854
GENE_0315,6302,control,10.63021337414639
GENE_0315,6303,control,7.797472566685841
GENE_0315,6304,control,9.23233143196267
GENE_0315,6305,control,8.890537340338627
GENE_0315,6306,control,9.140333733869284
GENE_0315,6307,control,9.05584641957813
GENE_0315,6308,control,9.732425712030535
GENE_0315,6309,control,9.224044759034491
GENE_0315,6310,treatment,10.134959240056912
GENE_0315,6311,treatment,10.541256369154569
GENE_0315,6312,treatment,10.919089538196213
GENE_0315,6313,treatment,9.984911477595983
GENE_0315,6314,treatment,9.730529678933397
GENE_0315,6315,treatment,11.731966748326313
GENE_0315,6316,treatment,10.282623534027246
GENE_0315,6317,treatment,10.560414065061149
GENE_0315,6318,treatment,10.417170734662822
GENE_0315,6319,treatment,10.937406445112066
GENE_0316,6320,control,10.446311520660359
GENE_0316,6321,control,9.292247076562257
GENE_0316,6322,control,9.366080022854561
GENE_0316,6323,control,9.907917281279447
GENE_0316,6324,control,9.979819647965956
GENE_0316,6325,control,9.180274709458622
GENE_0316,6326,control,10.577985413805195
GENE_0316,6327,control,9.529871600874438
GENE_0316,6328,control,10.948663766878418
GENE_0316,6329,control,11.128695836172398
GENE_0316,6330,treatment,9.990808464761555
GENE_0316,6331,treatment,10.368782859939254
GENE_0316,6332,treatment,9.44977693556294
GENE_0316,6333,treatment,10.470369887272765
GENE_0316,6334,treatment,9.853342074820349
GENE_0316,6335,treatment,9.529368480835657
GENE_0316,6336,treatment,9.968213664170111
GENE_0316,6337,treatment,9.871186503086303
GENE_0316,6338,treatment,9.948510236057187
GENE_0316,6339,treatment,10.64967185425825
GENE_0317,6340,control,8.011893538712753
GENE_0317,6341,control,6.328848090783176
GENE_0317,6342,control,7.946117539085348
GENE_0317,6343,control,6.49855004678844
GENE_0317,6344,control,7.057073610941982
GENE_0317,6345,control,6.78802302642421
GENE_0317,6346,control,6.868580119491301
GENE_0317,6347,control,7.4983773688326725
GENE_0317,6348,control,7.882535627312967
GENE_0317,6349,control,7.712419476562724
GENE_0317,6350,treatment,6.834959906049105
GENE_0317,6351,treatment,7.158971261159625
GENE_0317,6352,treatment,6.627488058319521
GENE_0317,6353,treatment,6.512278216921039
GENE_0317,6354,treatment,6.427165390686353
GENE_0317,6355,treatment,6.816965569995849
GENE_0317,6356,treatment,7.194913985895339
GENE_0317,6357,treatment,6.006132550973794
GENE_0317,6358,treatment,7.0321363524177
GENE_0317,6359,treatment,7.891444707339359
GENE_0318,6360,control,9.024442040799284
GENE_0318,6361,control,8.578013182783419
GENE_0318,6362,control,9.599199951444605
GENE_0318,6363,control,8.071707745274825
GENE_0318,6364,control,9.956878046624423
GENE_0318,6365,control,9.228820181053168
GENE_0318,6366,control,10.353508459206521
GENE_0318,6367,control,8.396462265821894
GENE_0318,6368,control,9.85127370675326
GENE_0318,6369,control,9.291013422641141
GENE_0318,6370,treatment,9.164215490579306
GENE_0318,6371,treatment,8.592879377022271
GENE_0318,6372,treatment,9.673954631580395
GENE_0318,6373,treatment,9.718168844516223
GENE_0318,6374,treatment,10.32811357397019
GENE_0318,6375,treatment,9.900720927462277
GENE_0318,6376,treatment,9.019650851963297
GENE_0318,6377,treatment,8.794168861899317
GENE_0318,6378,treatment,8.593622994451637
GENE_0318,6379,treatment,10.15656667299066
GENE_0319,6380,control,7.880317286800779
GENE_0319,6381,control,7.354980481340697
GENE_0319,6382,control,7.247637443743239
GENE_0319,6383,control,6.897413286958397
GENE_0319,6384,control,7.429560961017799
GENE_0319,6385,control,7.0576819393063195
GENE_0319,6386,control,6.863123548558715
GENE_0319,6387,control,7.448993491523071
GENE_0319,6388,control,6.987006198794939
GENE_0319,6389,control,6.627106730560206
GENE_0319,6390,treatment,7.396095585369919
GENE_0319,6391,treatment,7.03099874827085
GENE_0319,6392,treatment,7.335091365333353
GENE_0319,6393,treatment,6.816567936771758
GENE_0319,6394,treatment,6.401174141292035
GENE_0319,6395,treatment,8.020481538249413
GENE_0319,6396,treatment,7.916827134786526
GENE_0319,6397,treatment,7.55227258756064
GENE_0319,6398,treatment,6.85289498191071
GENE_0319,6399,treatment,6.901015973627971
GENE_0320,6400,control,9.46418641441368
GENE_0320,6401,control,9.310887115084743
GENE_0320,6402,control,10.688522006675807
GENE_0320,6403,control,9.632570210188128
GENE_0320,6404,control,10.631426865758373
GENE_0320,6405,control,8.889677384196256
GENE_0320,6406,control,9.943794620607234
GENE_0320,6407,control,10.797888364644896
GENE_0320,6408,control,9.675155844638132
GENE_0320,6409,control,9.51359046432847
GENE_0320,6410,treatment,9.016529380396626
GENE_0320,6411,treatment,10.254081615015144
GENE_0320,6412,treatment,9.235222489623379
GENE_0320,6413,treatment,9.606648227411263
GENE_0320,6414,treatment,8.97981668118982
GENE_0320,6415,treatment,10.515084965129345
GENE_0320,6416,treatment,10.293979855974882
GENE_0320,6417,treatment,9.641421323008535
GENE_0320,6418,treatment,9.024011020502947
GENE_0320,6419,treatment,10.503541812159206
GENE_0321,6420,control,6.953019265093788
GENE_0321,6421,control,6.591717020683524
GENE_0321,6422,control,7.205601105001847
GENE_0321,6423,control,6.7608309601519565
GENE_0321,6424,control,7.21833046745587
GENE_0321,6425,control,7.970306731077167
GENE_0321,6426,control,7.354411837357045
GENE_0321,6427,control,7.756513287705965
GENE_0321,6428,control,7.163047864800696
GENE_0321,6429,control,7.596724914043751
GENE_0321,6430,treatment,8.617377379690735
GENE_0321,6431,treatment,7.36921458462863
GENE_0321,6432,treatment,7.772318118234236
GENE_0321,6433,treatment,6.699841952435783
GENE_0321,6434,treatment,8.396940294872703
GENE_0321,6435,treatment,7.298418281623747
GENE_0321,6436,treatment,8.138675434991999
GENE_0321,6437,treatment,7.493132764876026
GENE_0321,6438,treatment,7.897250578304867
GENE_0321,6439,treatment,7.929938762509474
GENE_0322,6440,control,8.057620132253758
GENE_0322,6441,control,7.039629917388535
GENE_0322,6442,control,7.884935413599888
GENE_0322,6443,control,7.242458680793147
GENE_0322,6444,control,7.649328464332372
GENE_0322,6445,control,7.202975441289896
GENE_0322,6446,control,7.484558378673367
GENE_0322,6447,control,6.865990056654267
GENE_0322,6448,control,7.593227934163576
GENE_0322,6449,control,7.4813749018125115
GENE_0322,6450,treatment,7.15998713784488
GENE_0322,6451,treatment,7.426806211070077
GENE_0322,6452,treatment,7.53077405447709
GENE_0322,6453,treatment,7.118075213288928
GENE_0322,6454,treatment,7.386254375933421
GENE_0322,6455,treatment,6.904018025092533
GENE_0322,6456,treatment,8.747224764013293
GENE_0322,6457,treatment,8.039586855699241
GENE_0322,6458,treatment,7.607273350682092
GENE_0322,6459,treatment,8.101733702696922
GENE_0323,6460,control,4.218173172170763
GENE_0323,6461,control,5.405286944017018
GENE_0323,6462,control,4.8666867489983066
GENE_0323,6463,control,5.494763989532886
GENE_0323,6464,control,5.738008180306661
GENE_0323,6465,control,6.131125002066803
GENE_0323,6466,control,4.998851836628099
GENE_0323,6467,control,5.844693905367506
GENE_0323,6468,control,5.6328113592131945
GENE_0323,6469,control,5.8160271484426636
GENE_0323,6470,treatment,5.3390224550649865
GENE_0323,6471,treatment,6.385621354903632
GENE_0323,6472,treatment,5.567967271343117
GENE_0323,6473,treatment,6.600697250906539
GENE_0323,6474,treatment,5.190183268454243
GENE_0323,6475,treatment,6.033452064955021
GENE_0323,6476,treatment,5.592079363671176
GENE_0323,6477,treatment,5.444638698812747
GENE_0323,6478,treatment,5.972670465236617
GENE_0323,6479,treatment,5.460351614425193
GENE_0324,6480,control,3.1210641276653366
GENE_0324,6481,control,5.505473783567433
GENE_0324,6482,control,5.482283747245039
GENE_0324,6483,control,5.843679115851977
GENE_0324,6484,control,4.7960010588560085
GENE_0324,6485,control,4.094692454312366
GENE_0324,6486,control,4.574870481953155
GENE_0324,6487,control,4.811925078859928
GENE_0324,6488,control,4.251770572054396
GENE_0324,6489,control,5.712357693046833
GENE_0324,6490,treatment,6.037368179215262
GENE_0324,6491,treatment,5.068695980812804
GENE_0324,6492,treatment,4.799666534727199
GENE_0324,6493,treatment,4.093409757250268
GENE_0324,6494,treatment,5.6561802382970345
GENE_0324,6495,treatment,4.847610341378182
GENE_0324,6496,treatment,4.64660117628537
GENE_0324,6497,treatment,5.070287344182202
GENE_0324,6498,treatment,4.483500254467154
GENE_0324,6499,treatment,4.886422940628206
GENE_0325,6500,control,6.866937733074047
GENE_0325,6501,control,6.211613706360588
GENE_0325,6502,control,6.906380252333915
GENE_0325,6503,control,6.158414881172318
GENE_0325,6504,control,6.19412993915402
GENE_0325,6505,control,5.602265193424632
GENE_0325,6506,control,6.686906114145187
GENE_0325,6507,control,5.787327804272508
GENE_0325,6508,control,6.001507473725632
GENE_0325,6509,control,6.269615731330603
GENE_0325,6510,treatment,7.685713080014354
GENE_0325,6511,treatment,6.68068646186544
GENE_0325,6512,treatment,7.492096552966799
GENE_0325,6513,treatment,8.05641639923925
GENE_0325,6514,treatment,7.410953859997061
GENE_0325,6515,treatment,7.495437314167881
GENE_0325,6516,treatment,7.708363106948707
GENE_0325,6517,treatment,7.549761541084358
GENE_0325,6518,treatment,7.052256252672025
GENE_0325,6519,treatment,7.59904941096841
GENE_0326,6520,control,8.614741033010175
GENE_0326,6521,control,8.986922764789876
GENE_0326,6522,control,8.432990575842782
GENE_0326,6523,control,9.710647876776765
GENE_0326,6524,control,9.142090790246241
GENE_0326,6525,control,8.725278005523851
GENE_0326,6526,control,9.243633884085822
GENE_0326,6527,control,8.530907685814576
GENE_0326,6528,control,8.624465261703852
GENE_0326,6529,control,8.389814362588595
GENE_0326,6530,treatment,8.606159223350504
GENE_0326,6531,treatment,9.939423475206969
GENE_0326,6532,treatment,8.789672721801647
GENE_0326,6533,treatment,9.44931162146539
GENE_0326,6534,treatment,8.732922023031318
GENE_0326,6535,treatment,9.610631364176845
GENE_0326,6536,treatment,8.628542703494851
GENE_0326,6537,treatment,9.21446316427604
GENE_0326,6538,treatment,9.221956024434997
GENE_0326,6539,treatment,10.4731807390417
GENE_0327,6540,control,8.430413137695098
GENE_0327,6541,control,9.13328727558398
GENE_0327,6542,control,9.932506304343061
GENE_0327,6543,control,7.860210495809835
GENE_0327,6544,control,8.293145222163398
GENE_0327,6545,control,8.626216688063886
GENE_0327,6546,control,8.527111820648125
GENE_0327,6547,control,8.573494161494766
GENE_0327,6548,control,8.039182599499913
GENE_0327,6549,control,9.528686175028705
GENE_0327,6550,treatment,7.974075616414057
GENE_0327,6551,treatment,8.646393300283822
GENE_0327,6552,treatment,9.33171717104458
GENE_0327,6553,treatment,8.739908674145978
GENE_0327,6554,treatment,8.217843553779675
GENE_0327,6555,treatment,8.014738734570521
GENE_0327,6556,treatment,8.630010787760916
GENE_0327,6557,treatment,8.34014408435844
GENE_0327,6558,treatment,8.869387446012835
GENE_0327,6559,treatment,7.985712214327899
GENE_0328,6560,control,9.039195122005603
GENE_0328,6561,control,9.080052901159009
GENE_0328,6562,control,9.768235112297157
GENE_0328,6563,control,8.734855360160621
GENE_0328,6564,control,8.576443702161875
GENE_0328,6565,control,8.674372888674366
GENE_0328,6566,control,8.869753271027355
GENE_0328,6567,control,8.925612192129917
GENE_0328,6568,control,8.518759129134171
GENE_0328,6569,control,7.862945995096965
GENE_0328,6570,treatment,8.667131933781675
GENE_0328,6571,treatment,9.173547000722936
GENE_0328,6572,treatment,9.050584952704568
GENE_0328,6573,treatment,9.635397842669352
GENE_0328,6574,treatment,10.05116048344523
GENE_0328,6575,treatment,9.393276458567305
GENE_0328,6576,treatment,9.73602923758967
GENE_0328,6577,treatment,9.397368745009864
GENE_0328,6578,treatment,9.916087475025208
GENE_0328,6579,treatment,9.993612383125344
GENE_0329,6580,control,9.529907285468234
GENE_0329,6581,control,9.028520510369159
GENE_0329,6582,control,9.118662700404562
GENE_0329,6583,control,8.955587672692067
GENE_0329,6584,control,9.483086590926993
GENE_0329,6585,control,8.74520678438707
GENE_0329,6586,control,9.036289789555761
GENE_0329,6587,control,7.846054768086646
GENE_0329,6588,control,10.089097647059592
GENE_0329,6589,control,9.020137184512237
GENE_0329,6590,treatment,9.39196744546983
GENE_0329,6591,treatment,9.943180887025983
GENE_0329,6592,treatment,9.30655959552736
GENE_0329,6593,treatment,9.935787241086098
GENE_0329,6594,treatment,8.458442408251459
GENE_0329,6595,treatment,10.459955329213448
GENE_0329,6596,treatment,9.739308814103532
GENE_0329,6597,treatment,9.256459575802364
GENE_0329,6598,treatment,9.925191837878707
GENE_0329,6599,treatment,8.498649017640556
GENE_0330,6600,control,8.447999863497916
GENE_0330,6601,control,6.626779045984376
GENE_0330,6602,control,7.9619139217039505
GENE_0330,6603,control,7.946359033391442
GENE_0330,6604,control,8.736736344728797
GENE_0330,6605,control,6.783036664629377
GENE_0330,6606,control,8.538959226844005
GENE_0330,6607,control,7.345953236744711
GENE_0330,6608,control,7.407806942525087
GENE_0330,6609,control,6.981559732648721
GENE_0330,6610,treatment,7.055343524869799
GENE_0330,6611,treatment,7.875599436576265
GENE_0330,6612,treatment,7.041879592346862
GENE_0330,6613,treatment,8.060818528985711
GENE_0330,6614,treatment,7.2890308196432425
GENE_0330,6615,treatment,6.9864935522598515
GENE_0330,6616,treatment,7.363367114978665
GENE_0330,6617,treatment,7.838851100942575
GENE_0330,6618,treatment,7.501117851414547
GENE_0330,6619,treatment,7.6724777105596464
GENE_0331,6620,control,9.430780752592623
GENE_0331,6621,control,8.664896534479114
GENE_0331,6622,control,8.261126845636413
GENE_0331,6623,control,8.877300917610684
GENE_0331,6624,control,9.09430622656054
GENE_0331,6625,control,8.032050035918727
GENE_0331,6626,control,8.345614390849128
GENE_0331,6627,control,8.439896161423682
GENE_0331,6628,control,8.721146750407094
GENE_0331,6629,control,8.416880307208569
GENE_0331,6630,treatment,9.224321353006596
GENE_0331,6631,treatment,7.952625693401171
GENE_0331,6632,treatment,7.966603670746367
GENE_0331,6633,treatment,8.651810107871997
GENE_0331,6634,treatment,8.73883991192638
GENE_0331,6635,treatment,8.035394824131343
GENE_0331,6636,treatment,8.50173709074714
GENE_0331,6637,treatment,8.614874854622801
GENE_0331,6638,treatment,8.61913508334112
GENE_0331,6639,treatment,8.918983770012412
GENE_0332,6640,control,8.018915303696275
GENE_0332,6641,control,7.47461789054519
GENE_0332,6642,control,6.762192902338998
GENE_0332,6643,control,7.25808666004389
GENE_0332,6644,control,7.274313763924808
GENE_0332,6645,control,7.874202149665505
GENE_0332,6646,control,6.875895002787733
GENE_0332,6647,control,7.628141622438041
GENE_0332,6648,control,7.229125300372088
GENE_0332,6649,control,8.026466922738546
GENE_0332,6650,treatment,7.9160956376434
GENE_0332,6651,treatment,7.314443956217655
GENE_0332,6652,treatment,7.061849897132892
GENE_0332,6653,treatment,7.484738589015426
GENE_0332,6654,treatment,7.106857823771784
GENE_0332,6655,treatment,8.130274246979809
GENE_0332,6656,treatment,7.249263881689082
GENE_0332,6657,treatment,6.983001890809665
GENE_0332,6658,treatment,6.953317041351066
GENE_0332,6659,treatment,6.538935766832436
GENE_0333,6660,control,8.216864792260262
GENE_0333,6661,control,9.271852492415249
GENE_0333,6662,control,7.956756674011123
GENE_0333,6663,control,8.737853750647275
GENE_0333,6664,control,9.300494020885587
GENE_0333,6665,control,7.484135068168988
GENE_0333,6666,control,9.77791700279769
GENE_0333,6667,control,8.433964095253028
GENE_0333,6668,control,8.745473413901165
GENE_0333,6669,control,8.982168027745978
GENE_0333,6670,treatment,9.067241934575543
GENE_0333,6671,treatment,8.818507119754813
GENE_0333,6672,treatment,9.21643247475049
GENE_0333,6673,treatment,8.953359845818985
GENE_0333,6674,treatment,9.636355580729756
GENE_0333,6675,treatment,8.955151102282016
GENE_0333,6676,treatment,9.748420489647685
GENE_0333,6677,treatment,9.163464315842699
GENE_0333,6678,treatment,7.674708384539444
GENE_0333,6679,treatment,10.1039774268253
GENE_0334,6680,control,8.133336278188292
GENE_0334,6681,control,7.325523463543028
GENE_0334,6682,control,7.894386711508756
GENE_0334,6683,control,6.93212366885115
GENE_0334,6684,control,7.6549465685266105
GENE_0334,6685,control,7.171532269860414
GENE_0334,6686,control,8.179238781201775
GENE_0334,6687,control,7.552054561906692
GENE_0334,6688,control,7.8255555225431985
GENE_0334,6689,control,6.120544790517148
GENE_0334,6690,treatment,7.263722095943593
GENE_0334,6691,treatment,7.5365904691094
GENE_0334,6692,treatment,7.4337752683691765
GENE_0334,6693,treatment,7.839423537372155
GENE_0334,6694,treatment,7.1095397350017375
GENE_0334,6695,treatment,7.337619977596384
GENE_0334,6696,treatment,7.960461790255582
GENE_0334,6697,treatment,6.057508117932391
GENE_0334,6698,treatment,7.634929845728425
GENE_0334,6699,treatment,7.127150415530883
GENE_0335,6700,control,7.090317573887443
GENE_0335,6701,control,7.580316463780415
GENE_0335,6702,control,7.476747357851954
GENE_0335,6703,control,6.830906083537008
GENE_0335,6704,control,7.386875780604176
GENE_0335,6705,control,7.382655594680869
GENE_0335,6706,control,6.857164051764412
GENE_0335,6707,control,6.5240239469421395
GENE_0335,6708,control,6.555839533418372
GENE_0335,6709,control,7.36603759241313
GENE_0335,6710,treatment,6.882037502993674
GENE_0335,6711,treatment,6.32981802968383
GENE_0335,6712,treatment,5.978543691005635
GENE_0335,6713,treatment,7.362725549188663
GENE_0335,6714,treatment,6.604490118290331
GENE_0335,6715,treatment,7.086931516146444
GENE_0335,6716,treatment,7.587057049423672
GENE_0335,6717,treatment,6.185309788266237
GENE_0335,6718,treatment,6.880392691253589
GENE_0335,6719,treatment,6.811336470115275
GENE_0336,6720,control,9.137229449884792
GENE_0336,6721,control,7.7244929526892285
GENE_0336,6722,control,8.769080322541726
GENE_0336,6723,control,9.023029527000089
GENE_0336,6724,control,8.353184065577324
GENE_0336,6725,control,8.380095604662335
GENE_0336,6726,control,8.685838603695261
GENE_0336,6727,control,8.645340843592937
GENE_0336,6728,control,8.775985384805471
GENE_0336,6729,control,8.764395740274223
GENE_0336,6730,treatment,9.265606682664945
GENE_0336,6731,treatment,10.350338024491272
GENE_0336,6732,treatment,10.447422189958184
GENE_0336,6733,treatment,9.908037042283217
GENE_0336,6734,treatment,8.983906032151236
GENE_0336,6735,treatment,9.742581312453503
GENE_0336,6736,treatment,9.912614683070865
GENE_0336,6737,treatment,9.176161319970804
GENE_0336,6738,treatment,9.607615515786195
GENE_0336,6739,treatment,9.030538287596356
GENE_0337,6740,control,8.82002609317986
GENE_0337,6741,control,7.823569929335898
GENE_0337,6742,control,8.922056343853821
GENE_0337,6743,control,8.697670748919071
GENE_0337,6744,control,9.012778525498655
GENE_0337,6745,control,8.513407831418247
GENE_0337,6746,control,8.287936999575068
GENE_0337,6747,control,8.304786125431939
GENE_0337,6748,control,8.43275705088211
GENE_0337,6749,control,8.739104473103309
GENE_0337,6750,treatment,8.810127825967369
GENE_0337,6751,treatment,8.623854737189276
GENE_0337,6752,treatment,8.495924918035646
GENE_0337,6753,treatment,8.535478872580716
GENE_0337,6754,treatment,10.107999302012546
GENE_0337,6755,treatment,8.304851836659717
GENE_0337,6756,treatment,8.421866065283327
GENE_0337,6757,treatment,10.540370429586215
GENE_0337,6758,treatment,8.960307986337035
GENE_0337,6759,treatment,7.9697613037367
GENE_0338,6760,control,8.510703255712084
GENE_0338,6761,control,9.51120847406552
GENE_0338,6762,control,8.895195391118841
GENE_0338,6763,control,8.76933692755354
GENE_0338,6764,control,9.896265377627886
GENE_0338,6765,control,9.3227453887353
